RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
445,15787470,Parkinson,0,1,1,2,3,1,0,0,1,1
446,15803406,Ross,2,0,0,1,1,1,0,1,2,0
447,15730460,Oleary,2,0,1,1,2,1,0,0,1,0
448,15644572,Turnbull,0,0,1,1,4,1,1,1,1,0
449,15694860,Uspensky,1,0,0,1,6,1,0,0,1,1
450,15658169,Cook,2,1,0,2,6,2,1,0,1,0
451,15794396,Newbold,0,2,0,1,7,1,1,0,0,0
452,15785798,Uchechukwu,2,0,1,1,9,2,0,1,1,0
453,15710825,Ch'en,1,1,1,1,7,1,0,0,0,0
454,15668444,He,1,1,0,2,3,1,1,0,1,0
455,15726631,Hilton,2,0,0,1,6,1,0,1,1,0
456,15733797,Sal,0,0,1,1,5,2,1,0,2,0
457,15747960,Eluemuno,2,0,1,1,3,1,1,1,0,0
458,15634632,Titus,1,0,1,1,3,2,1,0,1,0
459,15707362,Yin,0,2,1,2,1,1,0,1,2,1
460,15662976,Lettiere,1,1,1,1,8,1,1,1,2,0
461,15732778,Templeman,0,2,1,1,1,2,1,1,2,0
462,15718443,Chibuzo,0,0,1,1,3,2,1,0,0,0
463,15670039,Sun,0,1,0,1,3,2,1,0,1,0
464,15773792,Evans,1,0,0,1,4,1,1,1,0,1
465,15613786,Ogbonnaya,2,1,1,1,4,2,1,1,2,0
466,15726032,Enyinnaya,1,0,1,1,9,1,1,0,1,0
467,15663252,Olisanugo,2,1,0,1,9,2,1,1,0,0
468,15593782,Brookes,2,2,0,1,5,3,1,0,1,1
469,15633283,Padovano,0,0,1,1,8,2,1,0,1,0
470,15749167,Fisk,2,0,1,1,3,2,1,1,2,0
471,15759298,Shih,1,1,1,1,10,1,1,1,2,0
472,15683625,Hare,1,0,1,1,1,1,1,0,0,1
473,15635367,Muir,2,0,1,1,2,1,1,0,0,0
474,15681705,Fanucci,2,0,1,1,8,2,1,0,1,0
475,15603156,Elewechi,0,0,0,1,1,2,1,0,1,0
476,15591986,Johnston,1,2,1,2,6,1,0,0,0,1
477,15798888,Pisano,1,2,0,1,1,1,1,1,2,0
478,15809722,Ankudinov,1,0,0,1,8,2,1,0,1,0
479,15677538,Nwokike,0,0,1,1,7,1,1,1,1,0
480,15797736,Smith,1,0,1,1,4,1,1,1,0,0
481,15695585,Atkins,2,1,1,1,6,1,0,1,2,0
482,15744398,Burns,0,0,0,1,5,2,1,0,2,0
483,15750658,Obiuto,2,0,1,1,8,3,0,0,1,0
484,15578186,Pirozzi,0,2,1,1,9,2,1,0,1,0
485,15676519,George,1,1,1,2,9,2,1,0,2,1
486,15637954,Lewis,2,0,0,1,0,1,1,1,1,0
487,15758639,Moran,1,0,1,1,7,2,1,0,1,0
488,15613772,Dalrymple,0,0,1,1,3,1,1,1,0,1
489,15731744,Carslaw,1,0,1,1,2,2,0,1,1,0
490,15807709,Kirby,1,2,0,2,9,1,1,1,1,0
491,15714689,Houghton,1,1,1,1,1,1,1,1,2,0
492,15699005,Martin,1,0,0,2,2,1,1,1,0,0
493,15624170,Tan,1,0,0,1,4,2,0,1,1,0
494,15725679,Hsia,0,0,0,2,6,1,0,0,2,1
495,15585865,Westerberg,1,0,0,1,2,2,0,0,1,1
496,15804256,Hale,2,2,1,1,8,2,1,1,1,0
497,15662403,Kryukova,1,0,0,1,6,2,1,0,1,0
498,15733616,Sopuluchukwu,2,0,1,1,5,1,1,1,1,0
499,15591995,Barry,2,2,1,1,8,2,1,1,1,0
500,15677020,Selezneva,0,0,0,2,8,1,0,1,1,1
501,15727688,Chizuoke,0,1,1,1,4,2,1,1,1,0
502,15715941,Lueck,1,0,1,2,5,2,1,1,1,0
503,15714485,Udinese,2,0,1,2,5,1,1,0,1,1
504,15730059,Udobata,1,1,1,2,9,2,1,1,1,0
505,15715527,Freeman,0,1,0,2,4,1,0,0,2,0
506,15576623,Outlaw,1,0,1,1,5,2,1,0,0,0
507,15805565,Obiuto,1,2,1,1,7,1,1,0,0,0
508,15677307,Lo,1,2,0,1,6,1,1,0,2,0
509,15773890,Okechukwu,2,0,1,1,5,2,1,1,1,0
510,15598883,King,1,1,0,1,2,2,1,1,1,0
511,15568506,Forbes,0,2,0,1,10,2,1,1,2,0
512,15761043,Macleod,1,2,0,1,6,2,1,0,1,0
513,15782236,Gibbs,2,1,1,1,5,2,0,0,1,0
514,15593601,Isayev,2,0,1,1,6,1,1,1,0,0
515,15682048,Pisano,1,0,0,2,3,1,1,1,1,1
516,15746902,Belstead,2,1,1,1,9,2,1,0,1,0
517,15752081,Vassiliev,0,0,0,2,10,3,0,1,1,1
518,15781307,Schneider,2,2,1,1,7,2,1,0,1,0
519,15775912,Mazzanti,1,0,1,2,4,2,0,1,2,1
520,15745417,Knipe,1,0,1,2,6,1,0,1,1,0
521,15671256,Macartney,2,0,0,1,1,1,1,0,2,1
522,15653547,Madukwe,2,0,1,2,7,1,1,1,1,0
523,15595766,Watts,0,1,1,1,5,2,1,1,1,0
524,15742358,Humphreys,1,2,1,1,8,1,1,1,1,0
525,15763274,Wu,1,0,1,2,3,1,0,0,1,0
526,15786063,Chin,2,0,0,1,2,2,1,1,1,0
527,15600258,Chesnokova,1,0,1,2,2,2,1,1,2,0
528,15573318,Kung,1,0,1,1,8,2,1,0,2,0
529,15653849,Lu,0,2,0,2,3,1,1,0,0,1
530,15694272,Nkemakolam,1,0,1,1,1,1,1,1,1,0
531,15736112,Walton,0,1,0,2,2,2,1,1,0,0
532,15749851,Brookes,1,1,0,1,4,1,0,1,1,0
533,15663478,Baldwin,2,0,1,1,6,1,1,1,1,0
534,15592300,Mai,0,1,1,1,10,1,1,0,1,0
535,15567832,Shih,0,0,0,1,7,1,1,0,1,0
536,15776780,He,1,0,1,2,1,1,1,0,1,1
537,15592846,Fiorentini,1,2,1,1,10,2,1,0,1,0
538,15739803,Lucciano,1,1,1,1,9,2,1,0,1,0
539,15794142,Ferreira,0,2,0,2,5,3,0,1,0,1
540,15762729,Ukaegbunam,2,2,0,1,1,1,1,0,1,1
541,15667896,De Luca,2,0,1,1,8,2,1,1,1,0
542,15626578,Milne,1,0,1,1,9,2,1,1,2,0
543,15776223,Davide,1,0,0,2,4,1,1,1,1,0
544,15705953,Kodilinyechukwu,2,1,1,2,0,1,1,0,1,1
545,15802593,Little,0,0,0,2,7,3,0,1,1,1
546,15615457,Burns,2,1,0,2,2,2,1,0,1,0
547,15708916,Paterson,1,0,1,1,0,2,1,0,0,0
548,15720187,Han,0,2,0,1,7,2,1,0,0,0
549,15595440,Kryukova,0,0,1,2,7,2,1,1,1,0
550,15600651,Ijendu,2,0,1,1,1,3,1,1,0,0
551,15750141,Reichard,2,2,0,1,3,2,1,0,0,0
552,15657284,Day,1,2,1,2,6,1,1,1,0,1
553,15763063,Price,1,1,0,1,10,1,1,0,1,0
554,15709324,Bruce,0,0,1,1,7,2,1,0,1,0
555,15711309,Sumrall,0,2,1,1,3,1,1,0,2,0
556,15775318,Lu,1,1,0,2,3,3,0,1,2,1
557,15705515,Lazarev,1,2,1,1,5,2,1,0,2,0
558,15634844,Miller,1,2,1,2,3,1,1,0,2,1
559,15717046,Wentworth-Shields,2,1,1,2,3,2,1,1,0,0
560,15571816,Ritchie,2,1,0,2,5,1,1,1,0,0
561,15670080,Mackenzie,1,2,0,1,7,1,0,1,1,0
562,15800440,Power,1,1,1,2,1,1,0,1,1,0
563,15665678,Tan,1,1,1,1,8,1,1,1,1,0
564,15665956,Pendergrass,0,0,0,2,1,1,1,0,1,1
565,15788126,Evans,1,1,0,1,6,1,1,1,0,0
566,15811773,Hsia,0,0,1,1,4,2,1,1,1,0
567,15651674,Billson,0,1,0,2,2,1,0,0,2,1
568,15689614,Teng,1,1,0,2,1,1,1,1,0,0
569,15795564,Moretti,2,2,1,1,5,2,1,1,1,0
570,15706647,Jordan,2,0,1,1,7,3,1,1,2,0
571,15728505,Ts'ao,1,0,1,2,1,2,1,1,1,0
572,15730076,Osborne,1,0,1,2,1,1,1,0,1,1
573,15622003,Carslaw,2,0,1,1,9,2,1,0,2,0
574,15607312,Ch'ang,1,1,0,2,10,2,1,1,2,1
575,15644753,Hung,2,1,1,1,3,1,1,1,0,0
576,15653620,Gordon,0,0,0,1,8,2,1,1,0,0
577,15761986,Obialo,0,1,0,1,3,1,1,0,1,0
578,15633922,Gray,2,0,1,1,4,2,0,1,1,0
579,15734674,Lin,1,0,0,2,6,1,1,0,1,0
580,15658032,Hopkins,1,0,1,1,2,2,1,1,1,0
581,15692671,Dobson,1,1,1,1,8,2,1,0,2,0
582,15737741,McKay,1,1,0,1,2,2,0,1,1,1
583,15576352,Revell,1,1,0,2,3,2,0,1,0,0
584,15753719,Rickards,0,2,0,1,9,1,1,0,1,0
585,15803689,Begum,1,2,0,2,1,2,0,0,1,1
586,15718057,Onyinyechukwuka,2,0,0,2,2,1,0,0,2,1
587,15722010,Zuyev,1,1,1,2,9,1,1,0,0,1
588,15680998,Nwankwo,2,0,1,2,5,1,1,1,1,0
589,15614782,Hao,0,0,1,1,1,1,1,0,2,0
590,15591047,Ma,0,1,0,2,6,2,0,0,1,1
591,15788291,Okwuadigbo,1,2,0,1,7,1,1,1,1,1
592,15604044,Mitchell,1,0,1,1,8,1,1,0,0,0
593,15679587,Chan,1,0,0,1,9,1,1,1,0,0
594,15775153,Buchi,1,1,1,1,4,1,0,0,1,0
595,15603925,Greco,2,1,0,1,4,2,0,1,0,0
596,15680970,Lombardi,1,2,0,2,2,1,1,0,2,0
597,15697183,Uchenna,1,1,1,2,9,2,1,0,1,0
598,15567446,Coffman,1,2,1,1,9,1,1,1,0,0
599,15637476,Alexandrova,1,2,0,2,5,1,0,0,0,1
600,15714939,Fallaci,0,2,0,1,4,1,0,1,0,0
601,15683503,Hudson,1,0,0,2,8,3,0,1,1,1
602,15645569,Mai,2,1,0,1,7,2,1,1,2,0
603,15782569,Stout,1,0,0,2,9,1,0,1,1,0
604,15592387,Burke,0,0,1,1,5,1,1,0,1,1
605,15609286,Chadwick,1,0,1,1,10,1,1,1,1,0
606,15814035,Lawrence,1,0,1,1,9,1,1,1,1,0
607,15661249,Bellucci,1,0,1,2,4,2,0,1,1,0
608,15629117,Harper,1,0,1,1,10,2,1,0,0,0
609,15607170,Boyle,1,0,1,1,5,2,1,1,1,0
610,15586585,Duncan,1,2,0,2,2,1,1,0,1,0
611,15686611,Moss,0,0,1,1,10,1,0,0,2,0
612,15603203,Avdeyeva,1,0,0,1,6,2,1,0,0,0
613,15619857,Crawford,1,0,0,2,2,1,1,1,0,0
614,15805062,Lynton,1,1,1,1,1,1,1,1,1,0
615,15660271,Duncan,1,2,1,1,8,1,1,1,2,0
616,15745295,Gether,2,1,0,1,0,1,1,0,1,1
617,15719352,Davidson,2,1,1,1,6,2,1,0,1,0
618,15766575,Larionova,1,2,0,2,8,1,1,0,2,1
619,15594594,Loggia,0,1,1,2,7,1,1,1,1,0
620,15646161,Steinhoff,1,1,0,1,8,2,1,1,2,0
621,15682585,Guerra,1,0,1,1,9,1,1,0,1,0
622,15603134,Pai,1,1,0,1,10,1,0,1,2,0
623,15636444,Craig,0,2,0,2,5,2,1,1,1,0
624,15773456,Lazareva,1,2,1,1,3,2,0,1,1,0
625,15745307,Ch'iu,0,1,0,2,2,1,0,1,0,0
626,15604119,Alderete,2,1,1,1,7,1,0,0,1,0
627,15626900,Kung,0,0,1,1,1,1,1,1,1,0
628,15605447,Palermo,2,0,1,2,2,1,1,0,0,0
629,15589030,Ts'ai,1,0,1,2,1,2,1,1,1,0
630,15692463,Rahman,2,1,0,1,3,1,1,0,0,0
631,15712403,McMillan,1,0,0,2,1,1,1,0,1,1
632,15811762,Pickering,0,2,0,2,6,1,1,0,1,1
633,15718673,Mirams,2,1,0,1,10,1,1,0,1,0
634,15724282,Tsao,0,2,1,2,3,2,1,1,0,0
635,15738181,Douglas,2,0,1,1,6,2,0,0,0,1
636,15633648,Jideofor,1,1,0,2,5,2,1,0,1,0
637,15603323,Bell,1,1,0,1,1,2,0,0,1,0
638,15583725,Mairinger,1,0,1,2,1,1,0,1,2,0
639,15588350,McIntyre,2,0,0,2,10,1,0,1,0,0
640,15798398,Pagnotto,2,0,0,1,4,1,0,0,2,0
641,15784844,K'ung,2,1,1,2,5,1,1,0,2,1
642,15580684,Feng,1,0,0,1,5,1,1,0,0,0
643,15809663,Donaldson,0,0,0,1,1,1,1,1,1,0
644,15640078,Chambers,1,2,0,1,5,1,1,0,2,1
645,15698786,Marcelo,2,0,0,1,9,1,1,0,0,1
646,15569807,Ejimofor,1,0,0,1,8,1,1,0,0,1
647,15730830,Dale,2,0,0,1,3,2,1,1,1,0
648,15805112,Pokrovsky,0,0,1,1,7,1,1,0,0,0
649,15633064,Stonebraker,0,0,0,1,4,2,1,0,1,0
650,15703119,Liang,1,0,1,1,6,2,1,1,1,0
651,15730447,Anderson,1,0,0,2,4,2,1,1,2,0
652,15813850,Christian,2,0,1,2,7,1,1,1,0,0
653,15711889,Mao,1,0,1,2,3,1,1,0,1,0
654,15664610,Campbell,0,2,1,2,4,1,1,1,0,1
655,15751710,Ginikanwa,2,1,1,1,8,2,1,1,0,0
656,15692926,Toscani,0,2,1,1,8,1,1,1,1,0
657,15813741,Nnachetam,0,1,1,1,6,1,0,1,0,0
658,15698474,Sagese,1,2,0,2,1,2,1,1,2,0
659,15568595,Fleming,0,0,1,2,9,1,1,1,1,0
660,15603065,Grubb,2,0,0,1,6,2,1,0,0,0
661,15592937,Napolitani,1,2,0,2,3,1,1,1,0,0
662,15699637,Anenechi,1,1,1,2,8,1,1,1,1,0
663,15667215,Chandler,1,0,1,1,2,2,1,1,1,0
664,15788659,Howells,1,0,1,2,4,2,1,1,1,0
665,15763218,Akeroyd,1,0,0,2,1,2,0,1,1,0
666,15645772,Onwumelu,1,0,1,1,9,2,1,1,1,0
667,15725511,Wallace,0,0,0,1,3,1,0,1,2,0
668,15575024,Uwaezuoke,0,0,1,1,3,2,1,1,1,0
669,15640825,Loyau,1,1,1,2,3,1,1,1,1,0
670,15662397,Small,1,0,0,2,5,1,1,1,0,0
671,15576368,Bledsoe,1,2,0,2,3,2,0,0,0,0
672,15674991,Kao,1,0,1,2,9,2,0,1,1,0
673,15721024,Wickens,1,0,1,1,0,1,0,0,0,0
674,15745621,Wertheim,1,1,0,1,6,2,1,1,0,0
675,15642394,He,0,1,1,1,5,2,1,1,2,0
676,15754605,Jarvis,0,0,0,1,5,2,1,1,0,0
677,15607040,P'an,1,1,0,1,4,2,1,0,1,0
678,15715142,Repina,2,2,1,2,7,1,0,1,1,1
679,15810978,Pugliesi,2,1,0,2,1,2,1,1,0,0
680,15668886,Blakey,1,1,0,1,3,2,1,0,0,0
681,15780804,Nucci,0,0,1,2,5,1,0,1,1,0
682,15613880,Higinbotham,1,1,1,2,5,1,0,1,1,0
683,15775238,Achebe,1,2,0,2,4,1,0,1,2,0
684,15786905,Russo,2,2,0,1,8,2,0,0,1,0
685,15747867,Trevisani,0,0,1,1,9,1,0,0,1,0
686,15600337,Dobie,1,1,1,2,2,1,0,0,0,1
687,15801277,Maccallum,1,0,0,1,2,2,1,1,2,0
688,15579334,Watkins,2,2,0,2,5,1,1,0,1,1
689,15802741,Mitchel,1,0,0,2,7,1,1,0,0,1
690,15720649,Ferdinand,1,0,0,1,5,1,1,0,0,0
691,15589493,Otitodilinna,1,2,1,1,1,2,1,0,1,0
692,15688251,Mamelu,2,0,1,2,1,2,1,0,1,0
693,15665238,Beneventi,2,2,1,1,8,1,0,0,0,0
694,15740900,Perrodin,1,0,1,1,6,2,1,1,2,0
695,15681068,Chinagorom,2,0,0,2,2,1,1,1,1,0
696,15748625,Napolitano,1,0,1,2,6,2,1,1,0,0
697,15727299,Edgar,0,1,1,2,1,1,1,1,1,1
698,15620204,Walker,0,2,0,2,1,2,1,1,1,1
699,15669516,Steele,2,1,1,1,2,2,1,1,0,0
700,15736534,Elkins,2,2,1,1,0,1,1,1,1,0
701,15803457,Hao,2,0,0,1,5,2,1,0,1,0
702,15659098,Toscano,1,0,1,1,7,1,0,0,0,0
703,15603436,Savage,1,1,0,2,2,2,0,1,1,0
704,15566292,Okwuadigbo,0,1,1,1,1,2,0,1,1,0
705,15808621,Mordvinova,1,2,1,1,2,2,1,1,1,0
706,15580148,Welch,2,2,1,1,5,3,1,0,0,1
707,15776231,Kent,1,2,1,1,4,1,1,1,0,0
708,15773809,Campbell,1,0,1,2,4,2,1,0,0,0
709,15649423,Cooper,0,0,0,1,8,2,0,1,0,0
710,15734886,Mazzi,1,0,0,1,3,2,1,0,1,0
711,15722548,Fisher,0,0,1,2,0,1,0,0,1,0
712,15650288,Summers,1,2,1,1,6,1,1,0,1,0
713,15629448,Brady,1,1,1,1,1,1,1,0,1,0
714,15716164,Nicholls,0,0,0,2,3,1,1,0,2,0
715,15807609,Yuan,1,1,0,1,3,3,1,0,0,1
716,15578977,Robinson,2,0,1,1,9,2,1,0,1,0
717,15677369,Golubov,0,2,0,1,4,1,0,0,2,0
718,15804072,Chen,1,1,0,2,5,2,0,0,0,0
719,15696859,Oldham,0,0,1,2,10,2,0,0,2,0
720,15653780,Kambinachi,1,0,0,2,5,1,1,1,0,0
721,15721658,Fleming,1,1,0,2,2,2,1,1,2,1
722,15578761,Cunningham,0,1,0,2,6,2,1,1,2,1
723,15736879,Obinna,1,0,1,1,1,2,0,0,1,0
724,15571973,Chinwemma,2,0,0,1,2,1,1,0,2,0
725,15626742,Carpenter,1,0,1,1,3,1,1,1,1,0
726,15672692,Yin,2,0,0,2,10,2,1,1,1,0
727,15673570,Olsen,0,0,1,1,9,2,0,1,1,0
728,15767432,Ts'ai,1,0,0,1,7,3,1,1,0,0
729,15654238,Jen,1,0,0,1,5,1,1,0,1,0
730,15612525,Preston,0,0,0,2,1,1,0,0,1,1
731,15812750,Ozioma,1,0,1,1,6,1,1,1,0,0
732,15790757,Cody,2,0,0,1,10,2,0,0,2,0
733,15723873,Ponomarev,1,1,1,1,3,1,0,0,1,0
734,15744607,Martin,2,2,1,2,9,2,1,0,1,1
735,15612966,Milani,0,2,0,2,7,1,0,1,2,1
736,15784209,Tang,0,0,1,2,6,1,1,1,1,0
737,15794278,Romani,2,1,1,2,6,1,1,1,1,0
738,15766741,McIntyre,0,0,1,1,2,1,0,1,2,0
739,15661036,Davis,2,0,1,2,6,2,1,0,2,0
740,15705639,Onyemauchechukwu,1,0,0,1,8,2,1,0,0,0
741,15637414,Gell,1,0,0,1,7,1,0,1,0,0
742,15716835,Rossi,0,0,1,1,8,1,1,1,1,0
743,15696231,Chiwetelu,1,0,1,1,7,1,1,1,2,0
744,15641675,Kirillova,1,0,0,2,2,3,0,0,2,1
745,15670755,Shaw,1,0,1,2,8,2,1,1,1,0
746,15640059,Smith,1,0,1,1,5,2,1,1,1,0
747,15787619,Hsieh,2,0,1,0,2,1,0,0,1,0
748,15587535,Onyemauchechukwu,0,1,0,2,5,1,1,0,1,0
749,15813034,Martin,2,1,1,1,2,1,1,1,1,0
750,15698839,Okwudilichukwu,0,2,1,2,4,2,1,1,1,0
751,15790314,Onuoha,1,0,1,2,0,2,0,1,1,0
752,15634245,Muecke,2,2,0,2,9,1,1,0,1,0
753,15677305,Hsieh,0,0,0,1,7,1,1,1,0,0
754,15661526,Anderson,2,2,1,1,2,2,1,0,0,0
755,15685997,Azubuike,2,1,0,1,5,2,1,0,0,0
756,15660101,Nnonso,2,0,1,1,9,2,1,0,1,0
757,15637979,Fuller,1,2,0,1,2,2,1,0,1,0
758,15815364,Ashley,2,1,0,1,2,2,1,1,1,0
759,15647099,Ts'ui,1,0,0,1,9,1,1,0,1,0
760,15625944,Buccho,1,0,1,2,5,1,1,1,1,0
761,15583212,Chidozie,1,0,0,2,5,1,1,0,2,0
762,15582741,Maclean,1,0,0,1,5,1,1,0,1,1
763,15637876,Burns,1,2,0,1,6,1,0,0,0,1
764,15622750,Chu,2,2,0,1,1,1,1,0,0,0
765,15672056,Kenenna,1,2,1,2,2,3,1,1,2,1
766,15812351,Beluchi,1,1,0,1,2,1,1,0,1,0
767,15810864,Williamson,1,0,0,2,2,2,0,1,2,0
768,15677921,Bobrov,2,2,1,2,9,2,0,0,2,1
769,15724296,Kerr,1,1,1,2,2,2,0,0,1,0
770,15685329,McKenzie,0,0,0,2,1,1,0,1,0,1
771,15584091,Pitts,2,2,0,1,2,2,0,0,0,1
772,15640442,Standish,1,0,1,1,4,1,0,0,0,0
773,15639314,Cartwright,1,0,1,1,2,2,0,1,0,0
774,15685320,Johnstone,2,0,1,1,3,1,0,0,1,0
775,15789158,Nikitina,1,2,1,2,6,2,1,0,2,1
776,15752137,McElroy,1,0,1,1,7,1,1,1,1,0
777,15712551,Shen,1,2,0,2,7,1,1,0,1,1
778,15628936,Archer,1,1,1,1,9,1,0,0,0,1
779,15797227,Otutodilinna,2,0,1,1,8,2,1,1,1,0
780,15769974,Shih,1,1,0,1,8,1,0,0,1,0
781,15737051,Denisov,1,0,1,1,8,2,1,0,2,0
782,15585595,Owens,2,0,0,1,1,2,0,1,1,0
783,15654060,P'eng,0,0,1,2,2,2,0,1,1,0
784,15745196,Verco,0,0,0,1,8,2,0,0,1,0
785,15571221,Bergamaschi,2,2,1,2,7,1,1,1,2,1
786,15660155,Lorenzo,2,1,1,1,5,1,0,1,1,0
787,15605284,Outtrim,1,0,1,1,1,2,1,1,1,0
788,15694366,Hou,1,2,1,2,2,1,0,1,0,0
789,15600739,Galkin,0,1,0,1,0,2,1,0,1,0
790,15653253,Pagnotto,1,1,1,2,8,1,1,1,2,0
791,15763431,Echezonachukwu,1,0,1,1,2,2,1,1,1,0
792,15643696,Young,1,0,1,2,3,2,1,1,1,0
793,15707473,Summers,2,2,0,2,6,1,1,0,1,0
794,15769504,Munro,2,2,0,1,1,1,1,1,1,0
795,15776807,Brennan,1,0,1,1,1,1,1,0,2,0
796,15686870,Ball,2,2,1,1,8,2,0,0,1,0
797,15668747,Virgo,1,0,0,2,9,1,0,1,1,0
798,15766908,Trevisani,0,2,1,1,3,1,1,0,1,0
799,15570134,Padovano,1,0,0,1,6,2,1,1,0,0
800,15567367,Tao,1,2,0,2,9,1,0,1,1,0
801,15747542,Perez,1,0,1,2,7,2,1,1,2,0
802,15762238,Fraser,1,2,0,2,0,2,0,1,0,0
803,15681554,Alley,1,2,0,1,7,2,1,1,0,0
804,15712825,Howells,0,1,0,1,9,2,0,1,1,0
805,15640280,Cameron,2,0,1,1,4,2,0,1,2,0
806,15756026,Hooper,2,1,0,2,9,1,0,0,0,1
807,15613319,Rice,2,0,0,1,0,1,0,0,2,0
808,15798906,Cox,1,0,1,2,5,2,1,1,2,0
809,15708917,Martin,1,2,1,2,10,1,1,1,1,0
810,15778463,Ikenna,1,0,0,1,6,1,1,0,1,0
811,15699430,Davide,1,0,0,1,10,2,1,0,2,0
812,15649992,Alexander,1,1,1,2,7,2,0,1,2,0
813,15578980,Piazza,0,1,0,1,3,2,1,1,1,0
814,15775306,Ni,0,2,1,1,8,3,1,1,1,1
815,15641655,Black,1,0,0,1,2,2,0,0,0,0
816,15619708,Harker,2,0,1,1,5,2,1,0,1,0
817,15734565,Hughes,1,0,1,1,8,2,1,0,2,0
818,15806438,Chiabuotu,0,2,0,2,2,1,0,0,1,1
819,15591969,Kuo,0,1,1,1,9,1,1,1,2,0
820,15747807,Gallagher,2,0,0,2,6,2,1,0,2,0
821,15596939,Calabresi,1,2,1,1,4,2,1,0,1,0
822,15716155,Shaw,2,0,0,1,5,1,0,0,1,0
823,15765311,Zhirov,1,1,1,1,8,1,1,0,1,0
824,15757811,Lloyd,2,1,0,2,9,1,0,1,1,1
825,15603830,Palmer,1,1,1,1,4,2,1,0,1,0
826,15660602,Ch'eng,0,2,1,1,8,2,1,1,0,0
827,15660535,Avent,1,0,0,2,5,2,1,1,2,0
828,15666633,Huang,2,1,1,2,1,2,1,1,0,0
829,15596914,Shaw,1,2,0,1,2,2,1,1,1,0
830,15639788,Yuan,0,0,0,1,10,2,1,0,0,0
831,15695846,Hawkins,1,0,0,1,6,2,1,1,1,0
832,15726234,Trentini,1,1,0,2,5,1,0,1,2,0
833,15797964,Cameron,2,2,0,1,1,1,1,1,1,0
834,15625881,Koehler,1,2,1,1,3,2,1,1,2,0
835,15780628,Wu,1,0,0,1,6,2,0,0,0,0
836,15575883,Manna,0,0,1,1,2,2,1,0,0,0
837,15585036,Okoli,1,1,0,1,3,2,1,1,1,0
838,15589488,Ch'eng,1,2,0,2,5,1,1,1,1,0
839,15585888,Nwokezuike,0,1,0,2,3,1,0,1,0,1
840,15727915,Artemiev,0,0,1,1,4,1,0,0,1,0
841,15707567,Esposito,2,2,1,2,6,1,0,0,1,1
842,15737792,Abbie,2,0,0,1,1,1,0,0,2,0
843,15599433,Fanucci,1,2,1,1,8,1,0,1,2,0
844,15672012,Jen,2,1,0,2,5,1,1,0,0,1
845,15806983,Moss,1,0,1,2,3,1,1,0,1,0
846,15592222,Lo,0,0,1,2,7,1,0,0,1,0
847,15608968,Averyanov,1,2,1,1,6,2,0,0,0,0
848,15586959,Unaipon,0,0,0,2,5,2,1,0,1,0
849,15646558,Clamp,1,1,1,2,1,1,1,1,2,0
850,15725811,Lim,1,0,1,1,0,1,0,1,1,0
851,15572265,Wu,1,2,1,2,1,2,1,0,0,0
852,15794048,Wan,1,2,0,2,1,2,0,0,1,1
853,15677610,Chambers,0,2,0,2,8,1,1,1,0,0
854,15745012,Pettit,1,0,0,2,6,2,1,1,0,0
855,15601589,Baresi,1,0,0,2,8,2,0,1,1,0
856,15686436,Newbery,0,1,1,1,4,2,1,0,2,0
857,15693864,Iheanacho,0,2,0,2,5,1,1,0,1,1
858,15760550,Duncan,2,1,1,1,7,2,0,1,2,0
859,15686137,Barry,0,1,1,1,9,1,1,1,1,0
860,15809087,Landry,1,0,1,2,1,2,1,0,2,1
861,15807663,McGregor,1,0,1,2,8,1,1,0,1,1
862,15809100,Nucci,0,0,0,1,2,1,1,0,2,1
863,15794916,Pirogov,2,0,1,2,7,1,1,1,1,0
864,15614215,Oguejiofor,1,0,1,2,6,2,0,1,1,0
865,15805449,Ugochukwu,1,0,1,1,4,2,0,0,2,0
866,15686983,Rohu,1,2,0,1,10,2,0,1,1,0
867,15808017,Cary,0,0,1,1,1,2,1,1,0,0
868,15756804,O'Loghlen,1,0,0,2,1,1,1,0,1,1
869,15646810,Quinn,1,2,1,2,6,2,1,0,1,1
870,15710424,Page,0,0,1,1,4,1,1,1,2,0
871,15799422,Evans,0,0,0,1,8,1,1,1,0,0
872,15692750,McGregor,1,2,0,2,7,3,1,0,0,1
873,15794549,Andrews,2,0,0,1,2,2,1,1,0,0
874,15803764,Stanley,0,0,1,1,7,2,1,0,0,0
875,15674840,Chiazagomekpere,1,0,0,1,5,2,0,1,0,0
876,15653762,Chidiebele,0,0,0,1,9,1,0,0,2,0
877,15581229,Gregory,0,2,0,1,1,1,0,1,1,0
878,15800228,Bednall,1,1,0,2,4,2,1,1,0,0
879,15656333,Jen,0,0,0,1,3,1,1,0,1,0
880,15697497,She,0,0,0,2,9,2,1,1,1,0
881,15585362,Simmons,2,0,0,2,6,1,1,0,0,1
882,15571928,Fraser,1,0,0,2,4,3,1,0,1,1
883,15785519,May,0,0,1,1,6,1,1,0,2,0
884,15743007,Seabrook,1,0,0,2,4,1,1,0,1,1
885,15777211,Herrera,0,0,1,2,7,1,1,1,1,0
886,15721935,Kincaid,0,0,1,1,7,2,1,1,2,0
887,15591711,Sleeman,2,1,1,1,0,1,1,0,0,0
888,15625021,Hung,1,0,1,2,2,2,1,1,0,0
889,15702968,Artemieva,2,2,1,2,3,1,1,1,1,0
